ReportingEntityAspect,CalendarPeriodAspect,Concept,FactValue,Units,Rounding,FactID,Sequence
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACT8d8d0a38,4677
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACT814988a2,4681
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACT05045e62,4676
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACT4f3591f3,4675
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACTf73ee40e,4682
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACT02c4e715,4679
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACT68f7a3ca,4678
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACT3fb83655,4680
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACTb6d21a14,4687
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACT4451cf4a,4689
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACT05ff9b64,4684
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACT5de9d05a,4683
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACT7a3cec56,4685
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACTff8ca0ff,4688
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACT9996fc06,4686
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACT20cd7fd9,4690
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACTd7166464,4692
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-202,,,FACT900a4abc,4634
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACT6788b89f,4693
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACTc6556e04,4691
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACT7a5b1bc7,4694
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEconomicEntity,30810137d58f76b84afd,,,FACT07ee1c73,4695
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-202,,,FACT8668b3a6,4635
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-203,,,FACTb0beeda2,4637
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-205,,,FACT871351d6,4640
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-204,,,FACT9bb7b968,4638
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-203,,,FACT648f5639,4636
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-206,,,FACT2c59afbd,4642
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-205,,,FACT25cd01ba,4641
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-206,,,FACT7dd72be8,4643
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-204,,,FACTb126a345,4639
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-209,,,FACT56dde9da,4650
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-208,,,FACT8d9562c2,4649
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-207,,,FACTc8e3ac3d,4647
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-206,,,FACTc47a3bbf,4644
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-209,,,FACTd53aab02,4651
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-206,,,FACT74850be7,4645
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-207,,,FACTabb9a781,4646
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-208,,,FACT1e2eebef,4648
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-209,,,FACT669844c4,4652
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-209,,,FACTe3588277,4653
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-223,,,FACT5413b79d,4656
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-223,,,FACTe3f7bd3a,4657
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-210,,,FACTf511e5d7,4654
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-224,,,FACTa51dfb52,4658
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-210,,,FACT998475e9,4655
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-224,,,FACTe9ed3d16,4659
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-226,,,FACT18970154,4662
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/1/24,,,FACTbdf0c331,4696
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-225,,,FACTbe459b2d,4660
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/1/24,,,FACTc7e38251,4697
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-226,,,FACT2620b7e9,4663
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCode,JE-225,,,FACT194a846e,4661
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/2/24,,,FACTa83b4383,4698
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/5/24,,,FACT1ba36482,4701
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/5/24,,,FACT491eedf1,4700
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/10/24,,,FACTd394d71d,4702
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/10/24,,,FACTf3657a47,4703
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/2/24,,,FACT925d76a0,4699
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/15/24,,,FACT2f6e04b3,4704
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/15/24,,,FACT3ec9fd21,4705
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/16/24,,,FACT160d8abb,4706
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/20/24,,,FACT95c460cf,4710
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/16/24,,,FACT997a36b2,4708
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/16/24,,,FACTb5525d26,4707
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/16/24,,,FACT2709b922,4709
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/25/24,,,FACT26a9a271,4717
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/24/24,,,FACTd282376b,4718
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/20/24,,,FACT05fda608,4711
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/21/24,,,FACTce9ece35,4713
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/28/24,,,FACTe940d373,4720
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/25/24,,,FACT4b80898c,4715
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/28/24,,,FACT8747590f,4721
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/24/24,,,FACTac5bc978,4719
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/21/24,,,FACT47f6511d,4712
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/25/24,,,FACT0ef19d39,4714
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/25/24,,,FACT852d5ce0,4716
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/28/24,,,FACT310b8754,4722
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:PaidInCapital,,,FACT6cb5e1dc,17471
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/29/24,,,FACTdf42e833,4727
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/28/24,,,FACT0605feae,4723
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/29/24,,,FACT1ac9cb8a,4726
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/28/24,,,FACT290f1c7d,4724
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:CashAndCashEquivalents,,,FACT9b3faea3,17470
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDate,1/28/24,,,FACT9d987c58,4725
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:CashAndCashEquivalents,,,FACT099fee60,17472
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:AccountsPayable,,,FACTc18dc918,17477
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:CostsOfSales,,,FACTb377a481,17478
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:Inventories,,,FACTfa77c6d3,17476
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:LongtermDebt,,,FACT0feeb078,17473
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:CashAndCashEquivalents,,,FACTd051e11b,17475
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:PropertyPlantAndEquipment,,,FACTf89288d5,17474
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:AccountsPayable,,,FACT6c2ae928,17479
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:Receivables,,,FACT81860ed2,17480
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:CashAndCashEquivalents,,,FACTac3ba1c3,17489
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:Inventories,,,FACTe6fef751,17483
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:InterestExpense,,,FACT285060d4,17492
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:CostsOfSales,,,FACT383089e1,17482
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:AccruedExpenses,,,FACT7f9e1914,17493
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:CashAndCashEquivalents,,,FACT99507afe,17487
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:Sales,,,FACT24f720db,17481
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:CashAndCashEquivalents,,,FACT9b5212fc,17484
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:AccountsPayable,,,FACT1df24dbf,17486
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:CashAndCashEquivalents,,,FACTf43a7583,17490
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:AccruedExpenses,,,FACTd57d8a42,17491
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:CostsOfSales,,,FACT39971a81,17494
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:LongtermDebt,,,FACT3abf1524,17488
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:Receivables,,,FACT1e56355f,17485
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:Inventories,,,FACT54f7b7dd,17495
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:AccruedExpenses,,,FACT14dd98ee,17501
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:NonoperatingIncomeExpenses,,,FACT72880dc7,17499
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:PropertyPlantAndEquipment,,,FACTac0cdaeb,17497
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:DepreciationAndAmortization,,,FACT0f7d97e4,17496
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:IncomeTaxExpenseBenefit,,,FACT3bde0873,17500
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryConcept,mini:PropertyPlantAndEquipment,,,FACTb91d18b6,17498
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:ProceedsFromInvestmentsByOwner,,,FACTb5329057,17502
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:PurchasesOfInventoryForSale,,,FACTab533899,17508
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:InvestmentsByOwner,,,FACTe8d6c1e7,17503
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:PurchasesInventoryForSaleOnAccount,,,FACT704f5e55,17509
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:ProceedsFromAdditionalLongtermBorrowings,,,FACT00f6fe08,17504
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:CapitalAdditionsPropertyPlantAndEquipment,,,FACTd4ccc948,17506
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:AdditionalLongtermBorrowings,,,FACT0a24fca8,17505
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:NetIncomeLoss,,,FACTe5e1f7b1,17510
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:PaymentForCapitalAdditionsOfPropertyPlantEquipment,,,FACTd5fe7806,17507
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:NetIncomeLoss,,,FACT44169066,17513
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:ProceedsFromCollectionOfReceivables,,,FACT2bacd5ec,17516
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:NetIncomeLoss,,,FACT9098d708,17514
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:PurchasesInventoryForSaleOnAccount,,,FACTea4ce800,17511
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:IncreaseInReceivablesFromSalesOnAccount,,,FACTda029914,17512
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:DecreaseInInventoriesFromSales,,,FACT9d3800fa,17515
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:DecreaseFromPaymentAccountsPayable,,,FACT10177083,17518
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:CollectionOfReceivables,,,FACT2f23ae90,17517
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:NetIncomeLoss,,,FACT685b0903,17524
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:PaymentForReductionOfLongtermBorrowings,,,FACT15cb6daa,17521
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:RepaymentLongtermBorrowings,,,FACTa507f59c,17520
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:DecreaseFromPaymentOfInterest,,,FACT67aba4ae,17523
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:PaymentOfAccountsPayable,,,FACT4cc38729,17519
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:PaymentOfInterest,,,FACT309b2d1d,17522
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:NetIncomeLoss,,,FACT41bb4914,17526
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:InventoryWrittenOff,,,FACT6e5f046e,17527
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:InterestAccrued,,,FACT7b9438c7,17525
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:NetIncomeLoss,,,FACT28a8634a,17531
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:PropertyPlantAndEquipmentWrittenOff,,,FACT877f4fac,17530
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:NetIncomeLoss,,,FACT454c520b,17528
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:DecreaseFromDepreciationAndAmortization,,,FACT67fd19dc,17529
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,-10000,iso4217:USD,INF,FACT82d75b84,17567
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,-2000,iso4217:USD,INF,FACTa9a6da83,17569
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:InterestAccrued,,,FACTbcbd75af,17533
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryEventTypeCode,mini:NetIncomeLoss,,,FACT5d4b9406,17532
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,-1000,iso4217:USD,INF,FACT698d669c,17571
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,10000,iso4217:USD,INF,FACT496b3c38,17566
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,1000,iso4217:USD,INF,FACT7877599e,17570
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,2000,iso4217:USD,INF,FACTd773d5ad,17568
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,-3000,iso4217:USD,INF,FACT92fe835c,17575
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,-5000,iso4217:USD,INF,FACT0d6c452c,17573
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,5000,iso4217:USD,INF,FACTac60e97f,17572
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,-2000,iso4217:USD,INF,FACT510167c3,17579
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,3000,iso4217:USD,INF,FACT660586ac,17574
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,2000,iso4217:USD,INF,FACT189bf623,17578
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,8000,iso4217:USD,INF,FACTe23dc2bb,17576
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,-8000,iso4217:USD,INF,FACTb2895afe,17577
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,-1000,iso4217:USD,INF,FACT8aa27ce2,17585
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,1000,iso4217:USD,INF,FACT6dc89314,17584
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,8000,iso4217:USD,INF,FACT0813e484,17580
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,-7000,iso4217:USD,INF,FACT140e5570,17583
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,-150,iso4217:USD,INF,FACTe15773b2,17586
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,-8000,iso4217:USD,INF,FACTb13d1b5d,17581
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,7000,iso4217:USD,INF,FACT5fa319c5,17582
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,100,iso4217:USD,INF,FACTbae91b1f,17592
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,150,iso4217:USD,INF,FACTdc3e18e5,17588
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,-150,iso4217:USD,INF,FACT5e89653e,17589
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,-300,iso4217:USD,INF,FACT04466ddb,17591
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,-100,iso4217:USD,INF,FACT4a2fd0ae,17593
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,150,iso4217:USD,INF,FACTdaefc386,17587
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,300,iso4217:USD,INF,FACTa848ce1a,17590
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,-400,iso4217:USD,INF,FACT271ca2f9,17597
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,0,iso4217:USD,INF,FACTb0c739ed,17595
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT06f2b9b9,17599
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,400,iso4217:USD,INF,FACTcf5d0e5d,17596
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT92dd935e,17598
